designation,quantite,prix_achat,cout_revient_pourcentage,cout_revient,prix_gros_pourcentage,prix_gros,prix_vente_pourcentage,prix_vente,
DINGQI 43 سباط,10.00,120,2,122.4,10,132,25,150,120
DINGQI 44 سباط,7.00,120,2,122.4,10,132,25,150,120
DINGQI 45 سباط,10.00,120,2,122.4,10,132,25,150,120
DIAMFLEX 350 GRANIT NORMALE,10.00,450,2,459,10,495,25,562.5,450
ملاسة البناء مثلث BELLOTA,10.00,41,2,41.82,10,45.1,25,51.25,41
ملاسة البناء مربعة BELLOTA,22.00,110,2,112.2,10,121,25,137.5,110
BELLOTA PLAT 18*350 مكدي,6.00,68,2,69.36,10,74.8,25,85,68
BELLOTA PONT 18*350 مكدي,5.00,68,2,69.36,10,74.8,25,85,68
LAME GALVA 40CM سرجوان,5.00,225,2,229.5,10,247.5,25,281.25,225
LAME GALVA 60CM سرجوان,5.00,245,2,249.9,10,269.5,25,306.25,245
HIKOKI VISSEUSSE 18V فيسوس,2.00,2800.00,2,2856,10,3080,25,3500,2800
DIAGER 08 بروكة,4.00,145,2,147.9,10,159.5,25,181.25,145
DAGER 10 بروكة,5.00,165,2,168.3,10,181.5,25,206.25,165
DAGER 12 بروكة,4.00,172,2,175.44,10,189.2,25,215,172
DAGER 20 بروكة,5.00,185,2,188.7,10,203.5,25,231.25,185
DAGER 25 بروكة,5.00,205,2,209.1,10,225.5,25,256.25,205
ALTIPESSA PRO سلوم+سريرة,1.00,1900.00,2,1938,10,2090,25,2375,1900
GRAISSE GRAPHITEE لكريس,11.00,115,2,117.3,10,126.5,25,143.75,115
موس زليج رونديل قصير 01939 RUBI,9.00,160,2,163.2,10,176,25,200,160
m cable 2*1.5 nexan 3422 متر كابلي,-126.00,5,2,5.1,10,5.5,25,6.25,5
SIKA WATERBAR D19*15M وان اصفر,45.00,116,2,118.32,10,127.6,25,145,116
DELI 4*300 لقاط اسود,2.00,7,2,7.14,10,7.7,25,8.75,7
DELI 6*500 لقاط اسود,-4.00,10,2,10.2,10,11,25,12.5,10
PECFIX SOPMA,0.00,0,2,0,10,0,25,0,0
بالة سوداء ABC,121.00,27,2,27.54,10,29.7,25,33.75,27
RHINO 10*10 شيفون,70.00,45,2,45.9,10,49.5,25,56.25,45
RHINO 15*15 شيفون,26.00,75,2,76.5,10,82.5,25,93.75,75
XCORT 12L 800W سبيراطور,3.00,500,2,510,10,550,25,625,500
XCORTB 6500 GASOLINE موطور,0.00,5600.00,2,5712,10,6160,25,7000,5600
SLIM DOUBLE ROUGE 2M مكينة,4.00,1100.00,2,1122,10,1210,25,1375,1100
silicone epoxy nero,10.00,280,2,285.6,10,308,25,350,280
silicone epoxy blanc,10.00,280,2,285.6,10,308,25,350,280
silicone epoxy gris,10.00,280,2,285.6,10,308,25,350,280
silicone epoxy beige,12.00,280,2,285.6,10,308,25,350,280
tinta epoxy rouge,14.00,35,2,35.7,10,38.5,25,43.75,35
tinta epoxy vert,13.00,35,2,35.7,10,38.5,25,43.75,35
sorma 350 ديسكو,6.00,1150.00,2,1173,10,1265,25,1437.5,1150
basila inox ديمندا,1.00,190,2,193.8,10,209,25,237.5,190
BASILA 0*50 بروكة الهرم,4.00,110,2,112.2,10,121,25,137.5,110
روند اصفر 2,1.00,250,2,255,10,275,25,312.5,250
روند اصفر 3,1.00,250,2,255,10,275,25,312.5,250
روند اصفر 4,2.00,250,2,255,10,275,25,312.5,250
BASILA 60*40 بروكة شيفون,13.00,160,2,163.2,10,176,25,200,160
basila 70*50 بروكة شيفون,0.00,160,2,163.2,10,176,25,200,160
مكينة زليج 1.20 PM حمراء,10.00,1600.00,2,1632,10,1760,25,2000,1600
NANOS CRISTAL 1L,9.00,180,2,183.6,10,198,25,225,180
BASILA 35*55 بروكة شيفون,7.00,150,2,153,10,165,25,187.5,150
DERUGGY STOP 1L,1.00,180,2,183.6,10,198,25,225,180
KS55 VERTICALE كولا شحمة,9.00,160,2,163.2,10,176,25,200,160
KS55 FLUIDA EPOXY كولا,1.00,160,2,163.2,10,176,25,200,160
ONE BOND ULTRA TACK BLACK ن,0.00,50,2,51,10,55,25,62.5,50
TOTAL 2400W 75L سبيراتور,0.00,2500.00,2,2550,10,2750,25,3125,2500
PERFIL CUADRADO 12 INOX LIJA,45.00,94,2,95.88,10,103.4,25,117.5,94
STANLEY 2000W لامون,7.00,580,2,591.6,10,638,25,725,580
PERCEUSE 20V 66N فيوسوس,9.00,712,2,726.24,10,783.2,25,890,712
PERCEUSE 55N 20V فيسوس,12.00,637,2,649.74,10,700.7,25,796.25,637
COMPRESSEUR 24L 1100W,1.00,1124.25,2,1146.735,10,1236.675,25,1405.3125,1124
COMPRESSEUR 6L SILENT 1100W,2.00,817,2,833.34,10,898.7,25,1021.25,817
INGCO 147PCS مليطة معدات,0.00,1687.50,2,1721.25,10,1856.25,25,2109.375,1688
INGCO 800W SOUFFLEUR+ASPIR,5.00,412,2,420.24,10,453.2,25,515,412
مكينة الخك صفيرة INGCO 450W,0.00,449,2,457.98,10,493.9,25,561.25,449
DEWALT 18V PERCUES فيسوس,1.00,1848.18,2,1885.1436,10,2032.998,25,2310.225,1848
كاسك سودور INGCO,5.00,44,2,44.88,10,48.4,25,55,44
INGCO 60MM 2PCS راس فيسوس,20.00,22,2,22.44,10,24.2,25,27.5,22
ESP NOIR بكيط مربع,48.00,40,2,40.8,10,44,25,50,40
ESP GOLD بكيط مربع,50.00,40,2,40.8,10,44,25,50,40
VEDAL 12MM 50PCS شوفي,22.00,9,2,9.18,10,9.9,25,11.25,9
VEDAL 10MM 50PCS شوفي,19.00,7,2,7.14,10,7.7,25,8.75,7
soma fix s176 سيليكون ابيض,-5.00,27,2,27.54,10,29.7,25,33.75,27
بروكة دهبية 40 MBH,-17.00,130,2,132.6,10,143,25,162.5,130
مكينة حديد كبيرة BLUE,0.00,1850.00,2,1887,10,2035,25,2312.5,1850
شيفون اسود 50 bomax,0.00,190,2,193.8,10,209,25,237.5,190
بروكة روند دهبية CNS,-1.00,170,2,173.4,10,187,25,212.5,170
لامون صغيرة MINI,-3.00,1050.00,2,1071,10,1155,25,1312.5,1050
بروكة دهبية 5 MBH,-23.00,48,2,48.96,10,52.8,25,60,48
بروكة دهبية 50 MBH,-17.00,150,2,153,10,165,25,187.5,150
بروكة دهبية 55 MBH,-5.00,160,2,163.2,10,176,25,200,160
MBH 0.5CM شراط حمام,-10.00,250,2,255,10,275,25,312.5,250
MBH 350 DEKTON SILENT ديسكو,-2.00,550,2,561,10,605,25,687.5,550
MBH 350 DEKTON NORMAL ديسكو,-1.00,500,2,510,10,550,25,625,500
مليطة بروكات MBH 8PCS,-1.00,700,2,714,10,770,25,875,700
سابلي 3 رؤوس صغير,0.00,2500.00,2,2550,10,2750,25,3125,2500
زيار كانطو,-50.00,10,2,10.2,10,11,25,12.5,10
ديسكو زليج 115 MBH,-12.00,55,2,56.1,10,60.5,25,68.75,55
بروكة دهبية 60 MBH,-2.00,190,2,193.8,10,209,25,237.5,190
IMLUX 115 ديسكو زليج,8.00,130,2,132.6,10,143,25,162.5,130
جيلي اصفر بسرين ممتاز,97.00,14,2,14.28,10,15.4,25,17.5,14
ميزان inox ممتاز,2.00,350,2,357,10,385,25,437.5,350
ميزان باليد DAWOOD,2.00,35,2,35.7,10,38.5,25,43.75,35
ميزان بنانة عادي,2.00,180,2,183.6,10,198,25,225,180
PIPA 17 ساروت,9.00,20,2,20.4,10,22,25,25,20
PIPA 19 ساروت,0.00,14,2,14.28,10,15.4,25,17.5,14
PIPA 20 ساروت,10.00,22,2,22.44,10,24.2,25,27.5,22
PIPA 22 ساروت,10.00,28,2,28.56,10,30.8,25,35,28
PIPA 24 ساروت,10.00,42,2,42.84,10,46.2,25,52.5,42
PIPA 27 ساروت,10.00,50,2,51,10,55,25,62.5,50
PIPA 32 ساروت,10.00,60,2,61.2,10,66,25,75,60
GROUA ELECTRIC 220V,0.00,1000.00,2,1020,10,1100,25,1250,1000
RINOVA 40*9 شيفون اينوكس,0.00,260,2,265.2,10,286,25,325,260
MICHE CNC 6MM بروكة,9.00,140,2,142.8,10,154,25,175,140
حجر سابلي مربع SABLE,0.00,800,2,816,10,880,25,1000,800
MACHINE AIR مكينة صمطة,0.00,5000.00,2,5100,10,5500,25,6250,5000
INGCO 800*1500W TUBE مكينة طوبو,10.00,524,2,534.48,10,576.4,25,655,524
INGCO 215*180 PROTEGE بروطيج,20.00,112,2,114.24,10,123.2,25,140,112
INGCO ADAPTOR 13MM راس هلتي,8.00,37,2,37.74,10,40.7,25,46.25,37
INGCO TUBE AIR 5M كوما هواء,5.00,56,2,57.12,10,61.6,25,70,56
شكوتش لومبلاج 100متر,63.00,8,2,8.16,10,8.8,25,10,8
VIBRATION BETTON GASOILSANS,1.00,2200.00,2,2244,10,2420,25,2750,2200
VIBRASSION BETTON WELLO 100,0.00,1500.00,2,1530,10,1650,25,1875,1500
TOTAL ELECTRIC 900W 500KG روا,1.00,1300.00,2,1326,10,1430,25,1625,1300
MANGA VRBREUR منكة,1.00,600,2,612,10,660,25,750,600
JADEVER 20L فشفاشة,4.00,187,2,190.74,10,205.7,25,233.75,187
INGCO ELECTRIC 900W 500KG روا,1.00,1499.25,2,1529.235,10,1649.175,25,1874.0625,1499
SPERATOUR BLEU 2800W 70L ر,3.00,2000.00,2,2040,10,2200,25,2500,2000
ليحة الماء 400,-401.00,2,2,2.04,10,2.2,25,2.5,2
INGCO 10*260 بروكة بيطون,12.00,14,2,14.28,10,15.4,25,17.5,14
INGCO 18*210 بروكة بيطون,12.00,27,2,27.54,10,29.7,25,33.75,27
شربون عادي,154.00,4,2,4.08,10,4.4,25,5,4
GREEN LASER 360° ليزر اخضر,-3.00,0,2,0,10,0,25,0,0
JADEVER 2L فشفاشة,5.00,29,2,29.58,10,31.9,25,36.25,29
JADEVER 5L فشفاشة,5.00,52,2,53.04,10,57.2,25,65,52
ABRILLANTADOR FRIGONA 5L ونة,111.00,233,2,237.66,10,256.3,25,291.25,233
دلطى اسطرال 20كيلو بيضاء,0.00,330,2,336.6,10,363,25,412.5,330
ريديكسيون 40*75,5.00,4,2,4.08,10,4.4,25,5,4
jadever 16l فشفاشة,5.00,157,2,160.14,10,172.7,25,196.25,157
FAST Foam 750ml سبوما,-48.00,44,2,44.88,10,48.4,25,55,44
بكيط قنت مرمو PVC,220.00,40,2,40.8,10,44,25,50,40
AKRO 15 بروشة,53.00,6,2,6.12,10,6.6,25,7.5,6
STM NEGOCE 60CM شبفون اينوكس PV,1.00,300,2,306,10,330,25,375,300
حجر بروس فيي مربع 320,23.67,95,2,96.9,10,104.5,25,118.75,95
NOIR 10MM برةكة,20.00,80,2,81.6,10,88,25,100,80
بروكة كرانيط 35 خضراء,12.00,300,2,306,10,330,25,375,300
مليطة راس فيسوس CAT 45PCS,1.00,0,2,0,10,0,25,0,0
دوبل روند 57*32.22*02ملم,-1.00,120,2,122.4,10,132,25,150,120
دوبل روند 57*32.22*03ملم,0.00,150,2,153,10,165,25,187.5,150
دوبل روند 57*32.22*53ملم,0.00,160,2,163.2,10,176,25,200,160
40*22.23*75 دوبل روند,0.00,170,2,173.4,10,187,25,212.5,170
BOSCH NIVEU LASER ليزر,-1.00,780,2,795.6,10,858,25,975,780
MILWAUKEE NIVEU LASER ر احمر,-1.00,780,2,795.6,10,858,25,975,780
VELARX 3800W خلاط,0.00,580,2,591.6,10,638,25,725,580
شراط كرانيط ازرق 115ملم,0.00,0,2,0,10,0,25,0,0
منشار لوح كبير bellota,-2.00,50,2,51,10,55,25,62.5,50
WORKSITE شاقور,0.00,0,2,0,10,0,25,0,0
كراطة الماء 75CM,4.00,50,2,51,10,55,25,62.5,50
WORKSITE 19MM مليطة سوارت,0.00,0,2,0,10,0,25,0,0
موس اصفر باليد worksite,0.00,11,2,11.22,10,12.1,25,13.75,11
PERFIL ORO BRILLO CLARO 12*10,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL AMUMINIO 10.5MM NEGR,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL ALOMINIO 10.5MM PLATA,-5.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL JUNTA DILATACION NEG,0.00,145,2,147.9,10,159.5,25,181.25,145
PERFIL ALOMINIO 10.50 ORO BRI,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL LISTELO 12*10 PLATA MA,0.00,80,2,81.6,10,88,25,100,80
PERFIL ALUMINIO 10.5MM BRONC,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL LISTELO 12*10 ORO BRILL,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL LISTELO 12*10 R BLANCO,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL LISTELO R 12*10 CHAMPA,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL FIRENZE R 12*10 ORO,0.00,80,2,81.6,10,88,25,100,80
PERFIL JUNTA DILATACION ALUM,0.00,145,2,147.9,10,159.5,25,181.25,145
PERFIL FERENZE R12*10 COBRE,0.00,80,2,81.6,10,88,25,100,80
PERFIL FIRENZE R12*10 ANTRACI,0.00,80,2,81.6,10,88,25,100,80
COMA PARA PELDANO EXTERIOR,0.00,160,2,163.2,10,176,25,200,160
COMA PARA PELDANO EXTERIOR,0.00,160,2,163.2,10,176,25,200,160
PERFIL BASE PARA PELDANO EX,0.00,0,2,0,10,0,25,0,0
PERFIL FIRENZE R12*10 CHAMPA,0.00,80,2,81.6,10,88,25,100,80
PERFIL ALUMINIO L 12MM BRONS,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL LISTELO 12*10 R PLATA B,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL AMUMINIO L 12MM PLATA,0.00,65,2,66.3,10,71.5,25,81.25,65
PERFIL ALUMINIO L 12MM PLATA,0.00,65,2,66.3,10,71.5,25,81.25,65
vasque vida لافابو,0.00,650,2,663,10,715,25,812.5,650
(50) متر ليخة صفراء akro,0.00,0,2,0,10,0,25,0,0
PECOL 6em1 ديكريبو,0.00,0,2,0,10,0,25,0,0
متر طوبو 110 flexible دريناج,-60.00,25,2,25.5,10,27.5,25,31.25,25
INGCO 110MM (4) لقاط اسود,0.00,0,2,0,10,0,25,0,0
منشار الخشب كبير باتري INGCO 40V,0.00,0,2,0,10,0,25,0,0
شكوتش زليج بالوان TANTA,432.00,6,2,6.12,10,6.6,25,7.5,6
بيكو احمر 2KG,0.00,0,2,0,10,0,25,0,0
GOLD ABRASIF (200PCS) 0.5MM,216.00,46,2,46.92,10,50.6,25,57.5,46
GOLD ABRASIF (200PCS) 1.5MM ر,36.00,46,2,46.92,10,50.6,25,57.5,46
GOLD ABRASIF (200PCS) 2MM يار,90.00,46,2,46.92,10,50.6,25,57.5,46
GOLD ABRASIF (200PCS) 3MM يار,90.00,46,2,46.92,10,50.6,25,57.5,46
GOLD ABRASIF (100PCS) كية طاكون,140.00,38,2,38.76,10,41.8,25,47.5,38
سابلي مربع كبير,3.00,1300.00,2,1326,10,1430,25,1625,1300
KERASTONE 1L,12.00,190,2,193.8,10,209,25,237.5,190
لامون ريح اخضر,1.00,850,2,867,10,935,25,1062.5,850
DZA LASER 3D/4D ميزان ليزر,4.00,620,2,632.4,10,682,25,775,620
فنطوزة ريح المنيوم,2.00,306,2,312.12,10,336.6,25,382.5,306
فنطوزة 3 بلاستيك احمر,3.00,92,2,93.84,10,101.2,25,115,92
TOTAL GENERAL FOURNISOUR D,12.00,43,2,43.86,10,47.3,25,53.75,43
TOTAL GENERAL CLIENT,-6.00,600,2,612,10,660,25,750,600
BEBONA 60 مكينة زليج,0.00,0,2,0,10,0,25,0,0
dotchtek 60 مكينة زليج,0.00,0,2,0,10,0,25,0,0
خلاط ازرق عادي,-3.00,0,2,0,10,0,25,0,0
motor 5.5hp,0.00,1850.00,2,1887,10,2035,25,2312.5,1850
